;testcase_id;word_num;word;label
3310;94;0;менеджер;B-ACTOR
3311;94;1;проекта;I-ACTOR
3312;94;2;пытается;O
3313;94;3;удалить;O
3314;94;4;задачу;O
3315;94;5;,;O
3316;94;6;которая;O
3317;94;7;уже;O
3318;94;8;была;O
3319;94;9;выполнена;O
3320;94;10;.;O
3321;94;11;действие;O
3322;94;12;:;O
3323;94;13;delete;B-REQUEST_TYPE
3324;94;14;-;O
3325;94;15;запрос;O
3326;94;16;к;O
3327;94;17;конечной;O
3328;94;18;точке;O
3329;94;19;"""";O
3330;94;20;/tasks/remove;B-ENDPOINT
3331;94;21;"""";O
3332;94;22;с;O
3333;94;23;недопустимым;O
3334;94;24;task_id;O
3335;94;25;.;O
3336;94;26;ожидаемый;O
3337;94;27;ответ;O
3338;94;28;:;O
3339;94;29;код;O
3340;94;30;ошибки;O
3341;94;31;403;B-RESPONSE_CODE
3342;94;32;-;O
3343;94;33;нельзя;O
3344;94;34;удалить;O
3345;94;35;выполненную;O
3346;94;36;задачу;O
3347;94;37;.;O
3348;95;0;администратор;B-ACTOR
3349;95;1;базы;I-ACTOR
3350;95;2;данных;I-ACTOR
3351;95;3;пытается;O
3352;95;4;удалить;O
3353;95;5;запись;O
3354;95;6;,;O
3355;95;7;к;O
3356;95;8;которой;O
3357;95;9;нет;O
3358;95;10;доступа;O
3359;95;11;.;O
3360;95;12;действие;O
3361;95;13;:;O
3362;95;14;delete;B-REQUEST_TYPE
3363;95;15;-;O
3364;95;16;запрос;O
3365;95;17;к;O
3366;95;18;конечной;O
3367;95;19;точке;O
3368;95;20;"""";O
3369;95;21;/database/records/remove;B-ENDPOINT
3370;95;22;"""";O
3371;95;23;без;O
3372;95;24;необходимых;O
3373;95;25;разрешений;O
3374;95;26;.;O
3375;95;27;ожидаемый;O
3376;95;28;ответ;O
3377;95;29;:;O
3378;95;30;код;O
3379;95;31;ошибки;O
3380;95;32;403;B-RESPONSE_CODE
3381;95;33;-;O
3382;95;34;отказано;O
3383;95;35;в;O
3384;95;36;доступе;O
3385;95;37;к;O
3386;95;38;удалению;O
3387;95;39;записи;O
3388;95;40;.;O
3389;96;0;менеджер;B-ACTOR
3390;96;1;ресурсов;I-ACTOR
3391;96;2;пытается;O
3392;96;3;удалить;O
3393;96;4;ресурс;O
3394;96;5;,;O
3395;96;6;который;O
3396;96;7;уже;O
3397;96;8;используется;O
3398;96;9;в;O
3399;96;10;проекте;O
3400;96;11;.;O
3401;96;12;действие;O
3402;96;13;:;O
3403;96;14;delete;B-REQUEST_TYPE
3404;96;15;-;O
3405;96;16;запрос;O
3406;96;17;к;O
3407;96;18;конечной;O
3408;96;19;точке;O
3409;96;20;"""";O
3410;96;21;/resources/remove;B-ENDPOINT
3411;96;22;"""";O
3412;96;23;с;O
3413;96;24;недопустимым;O
3414;96;25;resource_id;O
3415;96;26;.;O
3416;96;27;ожидаемый;O
3417;96;28;ответ;O
3418;96;29;:;O
3419;96;30;код;O
3420;96;31;ошибки;O
3421;96;32;403;B-RESPONSE_CODE
3422;96;33;-;O
3423;96;34;нельзя;O
3424;96;35;удалить;O
3425;96;36;используемый;O
3426;96;37;ресурс;O
3427;96;38;.;O
3428;97;0;дизайнер;B-ACTOR
3429;97;1;пытается;O
3430;97;2;удалить;O
3431;97;3;файл;O
3432;97;4;,;O
3433;97;5;который;O
3434;97;6;был;O
3435;97;7;уже;O
3436;97;8;удален;O
3437;97;9;администратором;O
3438;97;10;.;O
3439;97;11;действие;O
3440;97;12;:;O
3441;97;13;delete;B-REQUEST_TYPE
3442;97;14;-;O
3443;97;15;запрос;O
3444;97;16;к;O
3445;97;17;конечной;O
3446;97;18;точке;O
3447;97;19;"""";O
3448;97;20;/designs/remove;B-ENDPOINT
3449;97;21;"""";O
3450;97;22;с;O
3451;97;23;недопустимым;O
3452;97;24;file_id;O
3453;97;25;.;O
3454;97;26;ожидаемый;O
3455;97;27;ответ;O
3456;97;28;:;O
3457;97;29;код;O
3458;97;30;ошибки;O
3459;97;31;404;B-RESPONSE_CODE
3460;97;32;-;O
3461;97;33;файл;O
3462;97;34;уже;O
3463;97;35;удален;O
3464;97;36;.;O
3465;98;0;редактор;B-ACTOR
3466;98;1;контента;I-ACTOR
3467;98;2;пытается;O
3468;98;3;удалить;O
3469;98;4;статью;O
3470;98;5;,;O
3471;98;6;которая;O
3472;98;7;была;O
3473;98;8;уже;O
3474;98;9;опубликована;O
3475;98;10;.;O
3476;98;11;действие;O
3477;98;12;:;O
3478;98;13;delete;B-REQUEST_TYPE
3479;98;14;-;O
3480;98;15;запрос;O
3481;98;16;к;O
3482;98;17;конечной;O
3483;98;18;точке;O
3484;98;19;"""";O
3485;98;20;/content/articles/remove;B-ENDPOINT
3486;98;21;"""";O
3487;98;22;с;O
3488;98;23;недопустимым;O
3489;98;24;article_id;O
3490;98;25;.;O
3491;98;26;ожидаемый;O
3492;98;27;ответ;O
3493;98;28;:;O
3494;98;29;код;O
3495;98;30;ошибки;O
3496;98;31;403;B-RESPONSE_CODE
3497;98;32;-;O
3498;98;33;нельзя;O
3499;98;34;удалить;O
3500;98;35;опубликованную;O
3501;98;36;статью;O
3502;98;37;.;O
3503;99;0;аналитик;B-ACTOR
3504;99;1;пытается;O
3505;99;2;удалить;O
3506;99;3;отчет;O
3507;99;4;,;O
3508;99;5;который;O
3509;99;6;был;O
3510;99;7;уже;O
3511;99;8;отправлен;O
3512;99;9;заказчику;O
3513;99;10;.;O
3514;99;11;действие;O
3515;99;12;:;O
3516;99;13;delete;B-REQUEST_TYPE
3517;99;14;-;O
3518;99;15;запрос;O
3519;99;16;к;O
3520;99;17;конечной;O
3521;99;18;точке;O
3522;99;19;"""";O
3523;99;20;/analytics/reports/remove;B-ENDPOINT
3524;99;21;"""";O
3525;99;22;с;O
3526;99;23;недопустимым;O
3527;99;24;report_id;O
3528;99;25;.;O
3529;99;26;ожидаемый;O
3530;99;27;ответ;O
3531;99;28;:;O
3532;99;29;код;O
3533;99;30;ошибки;O
3534;99;31;403;B-RESPONSE_CODE
3535;99;32;-;O
3536;99;33;нельзя;O
3537;99;34;удалить;O
3538;99;35;отправленный;O
3539;99;36;отчет;O
3540;99;37;.;O
3541;100;0;пользователь;B-ACTOR
3542;100;1;пытается;O
3543;100;2;добавить;O
3544;100;3;товар;O
3545;100;4;в;O
3546;100;5;корзину;O
3547;100;6;,;O
3548;100;7;но;O
3549;100;8;не;O
3550;100;9;указывает;O
3551;100;10;идентификатор;O
3552;100;11;товара;O
3553;100;12;.;O
3554;100;13;действие;O
3555;100;14;:;O
3556;100;15;post;B-REQUEST_TYPE
3557;100;16;-;O
3558;100;17;запрос;O
3559;100;18;на;O
3560;100;19;эндпоинт;O
3561;100;20;"""";O
3562;100;21;/cart/add;B-ENDPOINT
3563;100;22;"""";O
3564;100;23;без;O
3565;100;24;параметра;O
3566;100;25;product_id;O
3567;100;26;.;O
3568;100;27;ожидаемый;O
3569;100;28;ответ;O
3570;100;29;:;O
3571;100;30;ошибка;O
3572;100;31;400;B-RESPONSE_CODE
3573;100;32;неверный;O
3574;100;33;запрос;O
3575;100;34;из;O
3576;100;35;-;O
3577;100;36;за;O
3578;100;37;отсутствия;O
3579;100;38;идентификатора;O
3580;100;39;товара;O
3581;100;40;.;O
3582;101;0;менеджер;B-ACTOR
3583;101;1;пытается;O
3584;101;2;создать;O
3585;101;3;новую;O
3586;101;4;задачу;O
3587;101;5;без;O
3588;101;6;указания;O
3589;101;7;необходимых;O
3590;101;8;данных;O
3591;101;9;.;O
3592;101;10;действие;O
3593;101;11;:;O
3594;101;12;post;B-REQUEST_TYPE
3595;101;13;-;O
3596;101;14;запрос;O
3597;101;15;на;O
3598;101;16;эндпоинт;O
3599;101;17;"""";O
3600;101;18;/manager/tasks/create;B-ENDPOINT
3601;101;19;"""";O
3602;101;20;без;O
3603;101;21;данных;O
3604;101;22;о;O
3605;101;23;задаче;O
3606;101;24;.;O
3607;101;25;ожидаемый;O
3608;101;26;ответ;O
3609;101;27;:;O
3610;101;28;ошибка;O
3611;101;29;422;B-RESPONSE_CODE
3612;101;30;непроцессабельная;O
3613;101;31;сущность;O
3614;101;32;из;O
3615;101;33;-;O
3616;101;34;за;O
3617;101;35;отсутствия;O
3618;101;36;данных;O
3619;101;37;о;O
3620;101;38;задаче;O
3621;101;39;.;O
3622;102;0;администратор;B-ACTOR
3623;102;1;пытается;O
3624;102;2;добавить;O
3625;102;3;нового;O
3626;102;4;пользователя;O
3627;102;5;без;O
3628;102;6;указания;O
3629;102;7;обязательных;O
3630;102;8;полей;O
3631;102;9;.;O
3632;102;10;действие;O
3633;102;11;:;O
3634;102;12;post;B-REQUEST_TYPE
3635;102;13;-;O
3636;102;14;запрос;O
3637;102;15;на;O
3638;102;16;эндпоинт;O
3639;102;17;"""";O
3640;102;18;/admin/users/add;B-ENDPOINT
3641;102;19;"""";O
3642;102;20;без;O
3643;102;21;обязательных;O
3644;102;22;данных;O
3645;102;23;о;O
3646;102;24;пользователе;O
3647;102;25;.;O
3648;102;26;ожидаемый;O
3649;102;27;ответ;O
3650;102;28;:;O
3651;102;29;ошибка;O
3652;102;30;422;B-RESPONSE_CODE
3653;102;31;непроцессабельная;O
3654;102;32;сущность;O
3655;102;33;из;O
3656;102;34;-;O
3657;102;35;за;O
3658;102;36;недостаточных;O
3659;102;37;данных;O
3660;102;38;о;O
3661;102;39;пользователе;O
3662;102;40;.;O
3663;103;0;учитель;B-ACTOR
3664;103;1;пытается;O
3665;103;2;создать;O
3666;103;3;новое;O
3667;103;4;домашнее;O
3668;103;5;задание;O
3669;103;6;без;O
3670;103;7;указания;O
3671;103;8;учебной;O
3672;103;9;группы;O
3673;103;10;.;O
3674;103;11;действие;O
3675;103;12;:;O
3676;103;13;post;B-REQUEST_TYPE
3677;103;14;-;O
3678;103;15;запрос;O
3679;103;16;на;O
3680;103;17;эндпоинт;O
3681;103;18;"""";O
3682;103;19;/teacher/homework/create;B-ENDPOINT
3683;103;20;"""";O
3684;103;21;без;O
3685;103;22;указания;O
3686;103;23;учебной;O
3687;103;24;группы;O
3688;103;25;.;O
3689;103;26;ожидаемый;O
3690;103;27;ответ;O
3691;103;28;:;O
3692;103;29;ошибка;O
3693;103;30;400;B-RESPONSE_CODE
3694;103;31;неверный;O
3695;103;32;запрос;O
3696;103;33;из;O
3697;103;34;-;O
3698;103;35;за;O
3699;103;36;отсутствия;O
3700;103;37;учебной;O
3701;103;38;группы;O
3702;103;39;.;O
3703;104;0;автор;B-ACTOR
3704;104;1;пытается;O
3705;104;2;загрузить;O
3706;104;3;новый;O
3707;104;4;документ;O
3708;104;5;без;O
3709;104;6;указания;O
3710;104;7;файла;O
3711;104;8;.;O
3712;104;9;действие;O
3713;104;10;:;O
3714;104;11;post;B-REQUEST_TYPE
3715;104;12;-;O
3716;104;13;запрос;O
3717;104;14;на;O
3718;104;15;эндпоинт;O
3719;104;16;"""";O
3720;104;17;/author/documents/upload;B-ENDPOINT
3721;104;18;"""";O
3722;104;19;без;O
3723;104;20;файла;O
3724;104;21;для;O
3725;104;22;загрузки;O
3726;104;23;.;O
3727;104;24;ожидаемый;O
3728;104;25;ответ;O
3729;104;26;:;O
3730;104;27;ошибка;O
3731;104;28;400;B-RESPONSE_CODE
3732;104;29;неверный;O
3733;104;30;запрос;O
3734;104;31;из;O
3735;104;32;-;O
3736;104;33;за;O
3737;104;34;отсутствия;O
3738;104;35;файла;O
3739;104;36;для;O
3740;104;37;загрузки;O
3741;104;38;.;O
3742;105;0;разработчик;B-ACTOR
3743;105;1;пытается;O
3744;105;2;добавить;O
3745;105;3;новый;O
3746;105;4;код;O
3747;105;5;без;O
3748;105;6;указания;O
3749;105;7;его;O
3750;105;8;содержимого;O
3751;105;9;.;O
3752;105;10;действие;O
3753;105;11;:;O
3754;105;12;post;B-REQUEST_TYPE
3755;105;13;-;O
3756;105;14;запрос;O
3757;105;15;на;O
3758;105;16;эндпоинт;O
3759;105;17;"""";O
3760;105;18;/developer/repository/add;B-ENDPOINT
3761;105;19;"""";O
3762;105;20;без;O
3763;105;21;содержимого;O
3764;105;22;нового;O
3765;105;23;кода;O
3766;105;24;.;O
3767;105;25;ожидаемый;O
3768;105;26;ответ;O
3769;105;27;:;O
3770;105;28;ошибка;O
3771;105;29;422;B-RESPONSE_CODE
3772;105;30;непроцессабельная;O
3773;105;31;сущность;O
3774;105;32;из;O
3775;105;33;-;O
3776;105;34;за;O
3777;105;35;отсутствия;O
3778;105;36;содержимого;O
3779;105;37;нового;O
3780;105;38;кода;O
3781;105;39;.;O
3782;106;0;модератор;B-ACTOR
3783;106;1;пытается;O
3784;106;2;публиковать;O
3785;106;3;новую;O
3786;106;4;запись;O
3787;106;5;на;O
3788;106;6;форуме;O
3789;106;7;без;O
3790;106;8;текста;O
3791;106;9;сообщения;O
3792;106;10;.;O
3793;106;11;действие;O
3794;106;12;:;O
3795;106;13;post;B-REQUEST_TYPE
3796;106;14;-;O
3797;106;15;запрос;O
3798;106;16;на;O
3799;106;17;эндпоинт;O
3800;106;18;"""";O
3801;106;19;/moderator/forum/post/publish;B-ENDPOINT
3802;106;20;"""";O
3803;106;21;без;O
3804;106;22;текста;O
3805;106;23;сообщения;O
3806;106;24;.;O
3807;106;25;ожидаемый;O
3808;106;26;ответ;O
3809;106;27;:;O
3810;106;28;ошибка;O
3811;106;29;400;B-RESPONSE_CODE
3812;106;30;неверный;O
3813;106;31;запрос;O
3814;106;32;из;O
3815;106;33;-;O
3816;106;34;за;O
3817;106;35;отсутствия;O
3818;106;36;текста;O
3819;106;37;сообщения;O
3820;106;38;.;O
3821;107;0;бухгалтер;B-ACTOR
3822;107;1;пытается;O
3823;107;2;добавить;O
3824;107;3;новую;O
3825;107;4;финансовую;O
3826;107;5;операцию;O
3827;107;6;без;O
3828;107;7;указания;O
3829;107;8;суммы;O
3830;107;9;.;O
3831;107;10;действие;O
3832;107;11;:;O
3833;107;12;post;B-REQUEST_TYPE
3834;107;13;-;O
3835;107;14;запрос;O
3836;107;15;на;O
3837;107;16;эндпоинт;O
3838;107;17;"""";O
3839;107;18;/accountant/journal/add;B-ENDPOINT
3840;107;19;"""";O
3841;107;20;без;O
3842;107;21;указания;O
3843;107;22;суммы;O
3844;107;23;операции;O
3845;107;24;.;O
3846;107;25;ожидаемый;O
3847;107;26;ответ;O
3848;107;27;:;O
3849;107;28;ошибка;O
3850;107;29;422;B-RESPONSE_CODE
3851;107;30;непроцессабельная;O
3852;107;31;сущность;O
3853;107;32;из;O
3854;107;33;-;O
3855;107;34;за;O
3856;107;35;отсутствия;O
3857;107;36;суммы;O
3858;107;37;операции;O
3859;107;38;.;O
3860;108;0;технический;B-ACTOR
3861;108;1;специалист;I-ACTOR
3862;108;2;пытается;O
3863;108;3;зарегистрировать;O
3864;108;4;новое;O
3865;108;5;обращение;O
3866;108;6;без;O
3867;108;7;описания;O
3868;108;8;проблемы;O
3869;108;9;.;O
3870;108;10;действие;O
3871;108;11;:;O
3872;108;12;post;B-REQUEST_TYPE
3873;108;13;-;O
3874;108;14;запрос;O
3875;108;15;на;O
3876;108;16;эндпоинт;O
3877;108;17;"""";O
3878;108;18;/technician/tickets/register;B-ENDPOINT
3879;108;19;"""";O
3880;108;20;без;O
3881;108;21;описания;O
3882;108;22;проблемы;O
3883;108;23;.;O
3884;108;24;ожидаемый;O
3885;108;25;ответ;O
3886;108;26;:;O
3887;108;27;ошибка;O
3888;108;28;400;B-RESPONSE_CODE
3889;108;29;неверный;O
3890;108;30;запрос;O
3891;108;31;из;O
3892;108;32;-;O
3893;108;33;за;O
3894;108;34;отсутствия;O
3895;108;35;описания;O
3896;108;36;проблемы;O
3897;108;37;.;O
3898;109;0;модератор;B-ACTOR
3899;109;1;пытается;O
3900;109;2;добавить;O
3901;109;3;новую;O
3902;109;4;категорию;O
3903;109;5;на;O
3904;109;6;сайт;O
3905;109;7;без;O
3906;109;8;указания;O
3907;109;9;ее;O
3908;109;10;названия;O
3909;109;11;.;O
3910;109;12;действие;O
3911;109;13;:;O
3912;109;14;post;B-REQUEST_TYPE
3913;109;15;-;O
3914;109;16;запрос;O
3915;109;17;на;O
3916;109;18;эндпоинт;O
3917;109;19;"""";O
3918;109;20;/moderator/categories/add;B-ENDPOINT
3919;109;21;"""";O
3920;109;22;без;O
3921;109;23;названия;O
3922;109;24;новой;O
3923;109;25;категории;O
3924;109;26;.;O
3925;109;27;ожидаемый;O
3926;109;28;ответ;O
3927;109;29;:;O
3928;109;30;ошибка;O
3929;109;31;422;B-RESPONSE_CODE
3930;109;32;непроцессабельная;O
3931;109;33;сущность;O
3932;109;34;из;O
3933;109;35;-;O
3934;109;36;за;O
3935;109;37;отсутствия;O
3936;109;38;названия;O
3937;109;39;категории;O
3938;109;40;.;O
3939;110;0;программист;B-ACTOR
3940;110;1;пытается;O
3941;110;2;создать;O
3942;110;3;новую;O
3943;110;4;функцию;O
3944;110;5;без;O
3945;110;6;указания;O
3946;110;7;ее;O
3947;110;8;названия;O
3948;110;9;.;O
3949;110;10;действие;O
3950;110;11;:;O
3951;110;12;post;B-REQUEST_TYPE
3952;110;13;-;O
3953;110;14;запрос;O
3954;110;15;на;O
3955;110;16;эндпоинт;O
3956;110;17;"""";O
3957;110;18;/programmer/functions/create;B-ENDPOINT
3958;110;19;"""";O
3959;110;20;без;O
3960;110;21;названия;O
3961;110;22;новой;O
3962;110;23;функции;O
3963;110;24;.;O
3964;110;25;ожидаемый;O
3965;110;26;ответ;O
3966;110;27;:;O
3967;110;28;ошибка;O
3968;110;29;422;B-RESPONSE_CODE
3969;110;30;непроцессабельная;O
3970;110;31;сущность;O
3971;110;32;из;O
3972;110;33;-;O
3973;110;34;за;O
3974;110;35;отсутствия;O
3975;110;36;названия;O
3976;110;37;функции;O
3977;110;38;.;O
3978;111;0;администратор;B-ACTOR
3979;111;1;пытается;O
3980;111;2;добавить;O
3981;111;3;новый;O
3982;111;4;товар;O
3983;111;5;в;O
3984;111;6;систему;O
3985;111;7;без;O
3986;111;8;указания;O
3987;111;9;его;O
3988;111;10;наименования;O
3989;111;11;.;O
3990;111;12;действие;O
3991;111;13;:;O
3992;111;14;post;B-REQUEST_TYPE
3993;111;15;-;O
3994;111;16;запрос;O
3995;111;17;на;O
3996;111;18;эндпоинт;O
3997;111;19;"""";O
3998;111;20;/admin/inventory/add;B-ENDPOINT
3999;111;21;"""";O
4000;111;22;без;O
4001;111;23;наименования;O
4002;111;24;нового;O
4003;111;25;товара;O
4004;111;26;.;O
4005;111;27;ожидаемый;O
4006;111;28;ответ;O
4007;111;29;:;O
4008;111;30;ошибка;O
4009;111;31;422;B-RESPONSE_CODE
4010;111;32;непроцессабельная;O
4011;111;33;сущность;O
4012;111;34;из;O
4013;111;35;-;O
4014;111;36;за;O
4015;111;37;отсутствия;O
4016;111;38;наименования;O
4017;111;39;товара;O
4018;111;40;.;O
4019;112;0;дизайнер;B-ACTOR
4020;112;1;пытается;O
4021;112;2;создать;O
4022;112;3;новый;O
4023;112;4;макет;O
4024;112;5;без;O
4025;112;6;указания;O
4026;112;7;его;O
4027;112;8;изображения;O
4028;112;9;.;O
4029;112;10;действие;O
4030;112;11;:;O
4031;112;12;post;B-REQUEST_TYPE
4032;112;13;-;O
4033;112;14;запрос;O
4034;112;15;на;O
4035;112;16;эндпоинт;O
4036;112;17;"""";O
4037;112;18;/designer/layouts/create;B-ENDPOINT
4038;112;19;"""";O
4039;112;20;без;O
4040;112;21;изображения;O
4041;112;22;нового;O
4042;112;23;макета;O
4043;112;24;.;O
4044;112;25;ожидаемый;O
4045;112;26;ответ;O
4046;112;27;:;O
4047;112;28;ошибка;O
4048;112;29;400;B-RESPONSE_CODE
4049;112;30;неверный;O
4050;112;31;запрос;O
4051;112;32;из;O
4052;112;33;-;O
4053;112;34;за;O
4054;112;35;отсутствия;O
4055;112;36;изображения;O
4056;112;37;макета;O
4057;112;38;.;O
4058;113;0;администратор;B-ACTOR
4059;113;1;пытается;O
4060;113;2;добавить;O
4061;113;3;новую;O
4062;113;4;страницу;O
4063;113;5;на;O
4064;113;6;сайт;O
4065;113;7;без;O
4066;113;8;указания;O
4067;113;9;ее;O
4068;113;10;url;O
4069;113;11;.;O
4070;113;12;действие;O
4071;113;13;:;O
4072;113;14;post;B-REQUEST_TYPE
4073;113;15;-;O
4074;113;16;запрос;O
4075;113;17;на;O
4076;113;18;эндпоинт;O
4077;113;19;"""";O
4078;113;20;/admin/pages/add;B-ENDPOINT
4079;113;21;"""";O
4080;113;22;без;O
4081;113;23;указания;O
4082;113;24;url;O
4083;113;25;новой;O
4084;113;26;страницы;O
4085;113;27;.;O
4086;113;28;ожидаемый;O
4087;113;29;ответ;O
4088;113;30;:;O
4089;113;31;ошибка;O
4090;113;32;422;B-RESPONSE_CODE
4091;113;33;непроцессабельная;O
4092;113;34;сущность;O
4093;113;35;из;O
4094;113;36;-;O
4095;113;37;за;O
4096;113;38;отсутствия;O
4097;113;39;url;O
4098;113;40;страницы;O
4099;113;41;.;O
4100;114;0;пользователь;B-ACTOR
4101;114;1;пытается;O
4102;114;2;отправить;O
4103;114;3;запрос;O
4104;114;4;на;O
4105;114;5;создание;O
4106;114;6;новой;O
4107;114;7;записи;O
4108;114;8;,;O
4109;114;9;но;O
4110;114;10;его;O
4111;114;11;сеанс;O
4112;114;12;авторизации;O
4113;114;13;истек;O
4114;114;14;.;O
4115;114;15;действие;O
4116;114;16;:;O
4117;114;17;post;B-REQUEST_TYPE
4118;114;18;-;O
4119;114;19;запрос;O
4120;114;20;на;O
4121;114;21;эндпоинт;O
4122;114;22;"""";O
4123;114;23;/user/records/create;B-ENDPOINT
4124;114;24;"""";O
4125;114;25;с;O
4126;114;26;данными;O
4127;114;27;новой;O
4128;114;28;записи;O
4129;114;29;после;O
4130;114;30;истечения;O
4131;114;31;срока;O
4132;114;32;сеанса;O
4133;114;33;авторизации;O
4134;114;34;.;O
4135;114;35;ожидаемый;O
4136;114;36;ответ;O
4137;114;37;:;O
4138;114;38;ошибка;O
4139;114;39;419;B-RESPONSE_CODE
4140;114;40;authentication;O
4141;114;41;timeout;O
4142;114;42;из;O
4143;114;43;-;O
4144;114;44;за;O
4145;114;45;истечения;O
4146;114;46;срока;O
4147;114;47;действия;O
4148;114;48;сеанса;O
4149;114;49;авторизации;O
4150;114;50;.;O
4151;115;0;пользователь;B-ACTOR
4152;115;1;пытается;O
4153;115;2;отправить;O
4154;115;3;запрос;O
4155;115;4;на;O
4156;115;5;создание;O
4157;115;6;заметки;O
4158;115;7;,;O
4159;115;8;но;O
4160;115;9;превышает;O
4161;115;10;лимит;O
4162;115;11;символов;O
4163;115;12;.;O
4164;115;13;действие;O
4165;115;14;:;O
4166;115;15;post;B-REQUEST_TYPE
4167;115;16;-;O
4168;115;17;запрос;O
4169;115;18;на;O
4170;115;19;эндпоинт;O
4171;115;20;"""";O
4172;115;21;/user/notes/create;B-ENDPOINT
4173;115;22;"""";O
4174;115;23;с;O
4175;115;24;текстом;O
4176;115;25;заметки;O
4177;115;26;,;O
4178;115;27;превышающим;O
4179;115;28;лимит;O
4180;115;29;символов;O
4181;115;30;.;O
4182;115;31;ожидаемый;O
4183;115;32;ответ;O
4184;115;33;:;O
4185;115;34;ошибка;O
4186;115;35;413;B-RESPONSE_CODE
4187;115;36;payload;O
4188;115;37;too;O
4189;115;38;large;O
4190;115;39;из;O
4191;115;40;-;O
4192;115;41;за;O
4193;115;42;превышения;O
4194;115;43;размера;O
4195;115;44;запроса;O
4196;115;45;.;O
4197;116;0;риэлтор;B-ACTOR
4198;116;1;пытается;O
4199;116;2;добавить;O
4200;116;3;новый;O
4201;116;4;объект;O
4202;116;5;недвижимости;O
4203;116;6;,;O
4204;116;7;но;O
4205;116;8;данные;O
4206;116;9;о;O
4207;116;10;нем;O
4208;116;11;содержат;O
4209;116;12;недопустимые;O
4210;116;13;символы;O
4211;116;14;.;O
4212;116;15;действие;O
4213;116;16;:;O
4214;116;17;post;B-REQUEST_TYPE
4215;116;18;-;O
4216;116;19;запрос;O
4217;116;20;на;O
4218;116;21;эндпоинт;O
4219;116;22;"""";O
4220;116;23;/realtor/properties/add;B-ENDPOINT
4221;116;24;"""";O
4222;116;25;с;O
4223;116;26;данными;O
4224;116;27;объекта;O
4225;116;28;,;O
4226;116;29;содержащими;O
4227;116;30;недопустимые;O
4228;116;31;символы;O
4229;116;32;.;O
4230;116;33;ожидаемый;O
4231;116;34;ответ;O
4232;116;35;:;O
4233;116;36;ошибка;O
4234;116;37;422;B-RESPONSE_CODE
4235;116;38;unprocessable;O
4236;116;39;entity;O
4237;116;40;из;O
4238;116;41;-;O
4239;116;42;за;O
4240;116;43;недопустимых;O
4241;116;44;символов;O
4242;116;45;в;O
4243;116;46;данных;O
4244;116;47;объекта;O
4245;116;48;недвижимости;O
4246;116;49;.;O
4247;117;0;администратор;B-ACTOR
4248;117;1;пытается;O
4249;117;2;добавить;O
4250;117;3;нового;O
4251;117;4;пользователя;O
4252;117;5;,;O
4253;117;6;но;O
4254;117;7;введенный;O
4255;117;8;адрес;O
4256;117;9;электронной;O
4257;117;10;почты;O
4258;117;11;уже;O
4259;117;12;используется;O
4260;117;13;.;O
4261;117;14;действие;O
4262;117;15;:;O
4263;117;16;post;B-REQUEST_TYPE
4264;117;17;-;O
4265;117;18;запрос;O
4266;117;19;на;O
4267;117;20;эндпоинт;O
4268;117;21;"""";O
4269;117;22;/admin/users/add;B-ENDPOINT
4270;117;23;"""";O
4271;117;24;с;O
4272;117;25;данными;O
4273;117;26;нового;O
4274;117;27;пользователя;O
4275;117;28;,;O
4276;117;29;включающими;O
4277;117;30;уже;O
4278;117;31;занятый;O
4279;117;32;адрес;O
4280;117;33;электронной;O
4281;117;34;почты;O
4282;117;35;.;O
4283;117;36;ожидаемый;O
4284;117;37;ответ;O
4285;117;38;:;O
4286;117;39;ошибка;O
4287;117;40;409;B-RESPONSE_CODE
4288;117;41;conflict;O
4289;117;42;из;O
4290;117;43;-;O
4291;117;44;за;O
4292;117;45;конфликта;O
4293;117;46;существующих;O
4294;117;47;данных;O
4295;117;48;.;O
4296;118;0;клиент;B-ACTOR
4297;118;1;пытается;O
4298;118;2;оформить;O
4299;118;3;заказ;O
4300;118;4;,;O
4301;118;5;но;O
4302;118;6;указывает;O
4303;118;7;недопустимый;O
4304;118;8;способ;O
4305;118;9;оплаты;O
4306;118;10;.;O
4307;118;11;действие;O
4308;118;12;:;O
4309;118;13;post;B-REQUEST_TYPE
4310;118;14;-;O
4311;118;15;запрос;O
4312;118;16;на;O
4313;118;17;эндпоинт;O
4314;118;18;"""";O
4315;118;19;/customer/orders/checkout;B-ENDPOINT
4316;118;20;"""";O
4317;118;21;с;O
4318;118;22;указанием;O
4319;118;23;недействительного;O
4320;118;24;способа;O
4321;118;25;оплаты;O
4322;118;26;.;O
4323;118;27;ожидаемый;O
4324;118;28;ответ;O
4325;118;29;:;O
4326;118;30;ошибка;O
4327;118;31;403;B-RESPONSE_CODE
4328;118;32;forbidden;O
4329;118;33;из;O
4330;118;34;-;O
4331;118;35;за;O
4332;118;36;недопустимого;O
4333;118;37;способа;O
4334;118;38;оплаты;O
4335;118;39;.;O
4336;119;0;разработчик;B-ACTOR
4337;119;1;пытается;O
4338;119;2;добавить;O
4339;119;3;новый;O
4340;119;4;модуль;O
4341;119;5;,;O
4342;119;6;но;O
4343;119;7;забыл;O
4344;119;8;указать;O
4345;119;9;обязательный;O
4346;119;10;заголовок;O
4347;119;11;файла;O
4348;119;12;.;O
4349;119;13;действие;O
4350;119;14;:;O
4351;119;15;post;B-REQUEST_TYPE
4352;119;16;-;O
4353;119;17;запрос;O
4354;119;18;на;O
