;text;description;action;expected_response;positive;actor;request_type;endpoint;response_code
113;" администратор пытается добавить новую страницу на сайт без указания ее url.
 действие: post-запрос на эндпоинт ""/admin/pages/add"" без указания url новой страницы.
 ожидаемый ответ: ошибка 422 (непроцессабельная сущность) из-за отсутствия url страницы.";администратор пытается добавить новую страницу на сайт без указания ее url.;"post-запрос на эндпоинт ""/admin/pages/add"" без указания url новой страницы.";ошибка 422 (непроцессабельная сущность) из-за отсутствия url страницы.;False;администратор;post;/admin/pages/add;422
114;" пользователь пытается отправить запрос на создание новой записи, но его сеанс авторизации истек.
действие: post-запрос на эндпоинт ""/user/records/create"" с данными новой записи после истечения срока сеанса авторизации.
ожидаемый ответ: ошибка 419 (authentication timeout) из-за истечения срока действия сеанса авторизации.";пользователь пытается отправить запрос на создание новой записи, но его сеанс авторизации истек.;"post-запрос на эндпоинт ""/user/records/create"" с данными новой записи после истечения срока сеанса авторизации.";ошибка 419 (authentication timeout) из-за истечения срока действия сеанса авторизации.;False;пользователь;post;/user/records/create;419
115;" пользователь пытается отправить запрос на создание заметки, но превышает лимит символов.
действие: post-запрос на эндпоинт ""/user/notes/create"" с текстом заметки, превышающим лимит символов.
ожидаемый ответ: ошибка 413 (payload too large) из-за превышения размера запроса.";пользователь пытается отправить запрос на создание заметки, но превышает лимит символов.;"post-запрос на эндпоинт ""/user/notes/create"" с текстом заметки, превышающим лимит символов.";ошибка 413 (payload too large) из-за превышения размера запроса.;False;пользователь;post;/user/notes/create;413
116;" риэлтор пытается добавить новый объект недвижимости, но данные о нем содержат недопустимые символы.
действие: post-запрос на эндпоинт ""/realtor/properties/add"" с данными объекта, содержащими недопустимые символы.
ожидаемый ответ: ошибка 422 (unprocessable entity) из-за недопустимых символов в данных объекта недвижимости.";риэлтор пытается добавить новый объект недвижимости, но данные о нем содержат недопустимые символы.;"post-запрос на эндпоинт ""/realtor/properties/add"" с данными объекта, содержащими недопустимые символы.";ошибка 422 (unprocessable entity) из-за недопустимых символов в данных объекта недвижимости.;False;риэлтор;post;/realtor/properties/add;422
117;" администратор пытается добавить нового пользователя, но введенный адрес электронной почты уже используется.
действие: post-запрос на эндпоинт ""/admin/users/add"" с данными нового пользователя, включающими уже занятый адрес электронной почты.
ожидаемый ответ: ошибка 409 (conflict) из-за конфликта существующих данных.";администратор пытается добавить нового пользователя, но введенный адрес электронной почты уже используется.;"post-запрос на эндпоинт ""/admin/users/add"" с данными нового пользователя, включающими уже занятый адрес электронной почты.";ошибка 409 (conflict) из-за конфликта существующих данных.;False;администратор;post;/admin/users/add;409
118;" клиент пытается оформить заказ, но указывает недопустимый способ оплаты.
действие: post-запрос на эндпоинт ""/customer/orders/checkout"" с указанием недействительного способа оплаты.
ожидаемый ответ: ошибка 403 (forbidden) из-за недопустимого способа оплаты.";клиент пытается оформить заказ, но указывает недопустимый способ оплаты.;"post-запрос на эндпоинт ""/customer/orders/checkout"" с указанием недействительного способа оплаты.";ошибка 403 (forbidden) из-за недопустимого способа оплаты.;False;клиент;post;/customer/orders/checkout;403
119;" разработчик пытается добавить новый модуль, но забыл указать обязательный заголовок файла.
действие: post-запрос на эндпоинт ""/developer/modules/add"" без указания обязательного заголовка файла.
ожидаемый ответ: ошибка 415 (unsupported media type) из-за отсутствия обязательного заголовка.";разработчик пытается добавить новый модуль, но забыл указать обязательный заголовок файла.;"post-запрос на эндпоинт ""/developer/modules/add"" без указания обязательного заголовка файла.";ошибка 415 (unsupported media type) из-за отсутствия обязательного заголовка.;False;разработчик;post;/developer/modules/add;415
120;" учитель пытается создать новый урок, но указывает недействительное время начала.
действие: post-запрос на эндпоинт ""/teacher/lessons/create"" с указанием недействительного времени начала урока.
ожидаемый ответ: ошибка 406 (not acceptable) из-за недопустимого времени начала урока.";учитель пытается создать новый урок, но указывает недействительное время начала.;"post-запрос на эндпоинт ""/teacher/lessons/create"" с указанием недействительного времени начала урока.";ошибка 406 (not acceptable) из-за недопустимого времени начала урока.;False;учитель;post;/teacher/lessons/create;406
121;" бухгалтер пытается добавить новую финансовую операцию, но указывает недействительный формат суммы.
действие: post-запрос на эндпоинт ""/accountant/journal/add"" с указанием суммы операции в недопустимом формате.
ожидаемый ответ: ошибка 400 (bad request) из-за недействительного формата суммы.";бухгалтер пытается добавить новую финансовую операцию, но указывает недействительный формат суммы.;"post-запрос на эндпоинт ""/accountant/journal/add"" с указанием суммы операции в недопустимом формате.";ошибка 400 (bad request) из-за недействительного формата суммы.;False;бухгалтер;post;/accountant/journal/add;400
122;" модератор пытается добавить новую категорию на сайт, но превышает максимальную длину названия.
действие: post-запрос на эндпоинт ""/moderator/categories/add"" с названием категории, превышающим максимальную длину.
ожидаемый ответ: ошибка 431 (request header fields too large) из-за превышения размера заголовков запроса.";модератор пытается добавить новую категорию на сайт, но превышает максимальную длину названия.;"post-запрос на эндпоинт ""/moderator/categories/add"" с названием категории, превышающим максимальную длину.";ошибка 431 (request header fields too large) из-за превышения размера заголовков запроса.;False;модератор;post;/moderator/categories/add;431
123;" администратор пытается добавить новый товар в систему, но изображение товара имеет недопустимый формат файла.
действие: post-запрос на эндпоинт ""/admin/inventory/add"" с изображением товара, имеющим недопустимый формат файла.
ожидаемый ответ: ошибка 415 (unsupported media type) из-за неподдерживаемого формата изображения.";администратор пытается добавить новый товар в систему, но изображение товара имеет недопустимый формат файла.;"post-запрос на эндпоинт ""/admin/inventory/add"" с изображением товара, имеющим недопустимый формат файла.";ошибка 415 (unsupported media type) из-за неподдерживаемого формата изображения.;False;администратор;post;/admin/inventory/add;415
124;" дизайнер пытается создать новый макет, но отправляет запрос с неправильными заголовками авторизации.
действие: post-запрос на эндпоинт ""/designer/layouts/create"" с неправильными заголовками авторизации.
ожидаемый ответ: ошибка 401 (unauthorized) из-за недействительных авторизационных данных.";дизайнер пытается создать новый макет, но отправляет запрос с неправильными заголовками авторизации.;"post-запрос на эндпоинт ""/designer/layouts/create"" с неправильными заголовками авторизации.";ошибка 401 (unauthorized) из-за недействительных авторизационных данных.;False;дизайнер;post;/designer/layouts/create;401
125;" покупатель пытается оформить заказ, но указывает недействительный адрес доставки.
действие: post-запрос на эндпоинт ""/buyer/orders/checkout"" с недействительным адресом доставки.
ожидаемый ответ: ошибка 404 (not found) из-за невозможности найти указанный адрес доставки.";покупатель пытается оформить заказ, но указывает недействительный адрес доставки.;"post-запрос на эндпоинт ""/buyer/orders/checkout"" с недействительным адресом доставки.";ошибка 404 (not found) из-за невозможности найти указанный адрес доставки.;False;покупатель;post;/buyer/orders/checkout;404
126;" программист пытается отправить запрос на создание нового проекта, но использует недопустимые символы в названии.
действие: post-запрос на эндпоинт ""/programmer/projects/create"" с названием проекта, содержащим недопустимые символы.
ожидаемый ответ: ошибка 400 (bad request) из-за использования недопустимых символов в названии проекта.";программист пытается отправить запрос на создание нового проекта, но использует недопустимые символы в названии.;"post-запрос на эндпоинт ""/programmer/projects/create"" с названием проекта, содержащим недопустимые символы.";ошибка 400 (bad request) из-за использования недопустимых символов в названии проекта.;False;программист;post;/programmer/projects/create;400
127;" риэлтор пытается добавить новую недвижимость, но забывает указать тип объекта (жилая/коммерческая).
действие: post-запрос на эндпоинт ""/realtor/properties/add"" без указания типа объекта недвижимости.
ожидаемый ответ: ошибка 422 (unprocessable entity) из-за отсутствия указания типа объекта.";риэлтор пытается добавить новую недвижимость, но забывает указать тип объекта (жилая/коммерческая).;"post-запрос на эндпоинт ""/realtor/properties/add"" без указания типа объекта недвижимости.";ошибка 422 (unprocessable entity) из-за отсутствия указания типа объекта.;False;риэлтор;post;/realtor/properties/add;422
128;" клиент пытается создать новый аккаунт, но использует уже занятый логин.
действие: post-запрос на эндпоинт ""/customer/accounts/create"" с логином, который уже используется другим пользователем.
ожидаемый ответ: ошибка 409 (conflict) из-за конфликта существующих данных.";клиент пытается создать новый аккаунт, но использует уже занятый логин.;"post-запрос на эндпоинт ""/customer/accounts/create"" с логином, который уже используется другим пользователем.";ошибка 409 (conflict) из-за конфликта существующих данных.;False;клиент;post;/customer/accounts/create;409
129;" менеджер пытается добавить новое мероприятие, но указывает недействительное время начала.
действие: post-запрос на эндпоинт ""/manager/events/add"" с недействительным временем начала мероприятия.
ожидаемый ответ: ошибка 406 (not acceptable) из-за недопустимого времени начала мероприятия.";менеджер пытается добавить новое мероприятие, но указывает недействительное время начала.;"post-запрос на эндпоинт ""/manager/events/add"" с недействительным временем начала мероприятия.";ошибка 406 (not acceptable) из-за недопустимого времени начала мероприятия.;False;менеджер;post;/manager/events/add;406
130;" администратор пытается добавить новую категорию товаров, но не указывает родительскую категорию.
действие: post-запрос на эндпоинт ""/admin/product-categories/add"" без указания родительской категории.
ожидаемый ответ: ошибка 422 (unprocessable entity) из-за отсутствия указания родительской категории.";администратор пытается добавить новую категорию товаров, но не указывает родительскую категорию.;"post-запрос на эндпоинт ""/admin/product-categories/add"" без указания родительской категории.";ошибка 422 (unprocessable entity) из-за отсутствия указания родительской категории.;False;администратор;post;/admin/product-categories/add;422
131;" разработчик пытается загрузить новый код без указания его языка программирования.
действие: post-запрос на эндпоинт ""/developer/code/upload"" без указания языка программирования.
ожидаемый ответ: ошибка 400 (bad request) из-за отсутствия указания языка программирования.";разработчик пытается загрузить новый код без указания его языка программирования.;"post-запрос на эндпоинт ""/developer/code/upload"" без указания языка программирования.";ошибка 400 (bad request) из-за отсутствия указания языка программирования.;False;разработчик;post;/developer/code/upload;400
132;" бухгалтер пытается добавить новый расход, но указывает неверный формат даты операции.
действие: post-запрос на эндпоинт ""/accountant/expenses/add"" с неверным форматом даты операции.
ожидаемый ответ: ошибка 422 (unprocessable entity) из-за неверного формата даты операции.";бухгалтер пытается добавить новый расход, но указывает неверный формат даты операции.;"post-запрос на эндпоинт ""/accountant/expenses/add"" с неверным форматом даты операции.";ошибка 422 (unprocessable entity) из-за неверного формата даты операции.;False;бухгалтер;post;/accountant/expenses/add;422
133;" модератор пытается создать новую тему на форуме без указания названия.
действие: post-запрос на эндпоинт ""/moderator/forum/topics/create"" без указания названия темы.
ожидаемый ответ: ошибка 422 (unprocessable entity) из-за отсутствия названия темы.";модератор пытается создать новую тему на форуме без указания названия.;"post-запрос на эндпоинт ""/moderator/forum/topics/create"" без указания названия темы.";ошибка 422 (unprocessable entity) из-за отсутствия названия темы.;False;модератор;post;/moderator/forum/topics/create;422
134;" администратор пытается добавить нового пользователя, но не указывает его роль.
действие: post-запрос на эндпоинт ""/admin/users/add"" без указания роли нового пользователя.
ожидаемый ответ: ошибка 422 (unprocessable entity) из-за отсутствия указания роли пользователя.";администратор пытается добавить нового пользователя, но не указывает его роль.;"post-запрос на эндпоинт ""/admin/users/add"" без указания роли нового пользователя.";ошибка 422 (unprocessable entity) из-за отсутствия указания роли пользователя.;False;администратор;post;/admin/users/add;422
135;" риэлтор пытается добавить новый объект недвижимости, но забыл указать его цену.
действие: post-запрос на эндпоинт ""/realtor/properties/add"" без указания цены объекта недвижимости.
ожидаемый ответ: ошибка 422 (unprocessable entity) из-за отсутствия указания цены объекта.";риэлтор пытается добавить новый объект недвижимости, но забыл указать его цену.;"post-запрос на эндпоинт ""/realtor/properties/add"" без указания цены объекта недвижимости.";ошибка 422 (unprocessable entity) из-за отсутствия указания цены объекта.;False;риэлтор;post;/realtor/properties/add;422
136;" клиент пытается оформить заказ, но указывает недопустимый метод доставки.
действие: post-запрос на эндпоинт ""/customer/orders/checkout"" с недопустимым методом доставки.
ожидаемый ответ: ошибка 403 (forbidden) из-за недопустимого метода доставки.";клиент пытается оформить заказ, но указывает недопустимый метод доставки.;"post-запрос на эндпоинт ""/customer/orders/checkout"" с недопустимым методом доставки.";ошибка 403 (forbidden) из-за недопустимого метода доставки.;False;клиент;post;/customer/orders/checkout;403
137;" менеджер пытается добавить новую задачу, но не указывает ответственного исполнителя.
действие: post-запрос на эндпоинт ""/manager/tasks/add"" без указания ответственного исполнителя.
ожидаемый ответ: ошибка 422 (unprocessable entity) из-за отсутствия указания ответственного исполнителя.";менеджер пытается добавить новую задачу, но не указывает ответственного исполнителя.;"post-запрос на эндпоинт ""/manager/tasks/add"" без указания ответственного исполнителя.";ошибка 422 (unprocessable entity) из-за отсутствия указания ответственного исполнителя.;False;менеджер;post;/manager/tasks/add;422
138;" разработчик пытается создать новый баг-репорт, но забывает указать его приоритет.
действие: post-запрос на эндпоинт ""/developer/bugs/create"" без указания приоритета баг-репорта.
ожидаемый ответ: ошибка 422 (unprocessable entity) из-за отсутствия указания приоритета.";разработчик пытается создать новый баг-репорт, но забывает указать его приоритет.;"post-запрос на эндпоинт ""/developer/bugs/create"" без указания приоритета баг-репорта.";ошибка 422 (unprocessable entity) из-за отсутствия указания приоритета.;False;разработчик;post;/developer/bugs/create;422
139;" администратор пытается добавить новый продукт, но не указывает его категорию.
действие: post-запрос на эндпоинт ""/admin/products/add"" без указания категории нового продукта.
ожидаемый ответ: ошибка 422 (unprocessable entity) из-за отсутствия указания категории продукта.";администратор пытается добавить новый продукт, но не указывает его категорию.;"post-запрос на эндпоинт ""/admin/products/add"" без указания категории нового продукта.";ошибка 422 (unprocessable entity) из-за отсутствия указания категории продукта.;False;администратор;post;/admin/products/add;422
140;" бухгалтер пытается зарегистрировать новую финансовую операцию, но не указывает тип операции (доход/расход).
действие: post-запрос на эндпоинт ""/accountant/transactions/register"" без указания типа операции.
ожидаемый ответ: ошибка 422 (unprocessable entity) из-за отсутствия указания типа операции.";бухгалтер пытается зарегистрировать новую финансовую операцию, но не указывает тип операции (доход/расход).;"post-запрос на эндпоинт ""/accountant/transactions/register"" без указания типа операции.";ошибка 422 (unprocessable entity) из-за отсутствия указания типа операции.;False;бухгалтер;post;/accountant/transactions/register;422
141;" модератор пытается добавить новый пост на форуме, но его содержание не соответствует требованиям форматирования.
действие: post-запрос на эндпоинт ""/moderator/forum/posts/add"" с содержанием поста, не соответствующим требованиям форматирования.
ожидаемый ответ: ошибка 400 (bad request) из-за неправильного формата содержания поста.";модератор пытается добавить новый пост на форуме, но его содержание не соответствует требованиям форматирования.;"post-запрос на эндпоинт ""/moderator/forum/posts/add"" с содержанием поста, не соответствующим требованиям форматирования.";ошибка 400 (bad request) из-за неправильного формата содержания поста.;False;модератор;post;/moderator/forum/posts/add;400
142;" риэлтор пытается добавить новый объект недвижимости, но указывает недопустимый тип (например, ""офис"" для жилой недвижимости).
действие: post-запрос на эндпоинт ""/realtor/properties/add"" с указанием недопустимого типа объекта недвижимости.
ожидаемый ответ: ошибка 422 (unprocessable entity) из-за указания недопустимого типа объекта.";"риэлтор пытается добавить новый объект недвижимости, но указывает недопустимый тип (например, ""офис"" для жилой недвижимости).";"post-запрос на эндпоинт ""/realtor/properties/add"" с указанием недопустимого типа объекта недвижимости.";ошибка 422 (unprocessable entity) из-за указания недопустимого типа объекта.;False;риэлтор;post;/realtor/properties/add;422
143;" клиент пытается оформить заказ, но указывает недопустимый способ оплаты.
действие: post-запрос на эндпоинт ""/customer/orders/checkout"" с указанием недопустимого способа оплаты.
ожидаемый ответ: ошибка 403 (forbidden) из-за недопустимого способа оплаты.";клиент пытается оформить заказ, но указывает недопустимый способ оплаты.;"post-запрос на эндпоинт ""/customer/orders/checkout"" с указанием недопустимого способа оплаты.";ошибка 403 (forbidden) из-за недопустимого способа оплаты.;False;клиент;post;/customer/orders/checkout;403
144;" менеджер пытается добавить новую задачу, но не указывает ее описание.
действие: post-запрос на эндпоинт ""/manager/tasks/add"" без указания описания задачи.
ожидаемый ответ: ошибка 422 (unprocessable entity) из-за отсутствия описания задачи.";менеджер пытается добавить новую задачу, но не указывает ее описание.;"post-запрос на эндпоинт ""/manager/tasks/add"" без указания описания задачи.";ошибка 422 (unprocessable entity) из-за отсутствия описания задачи.;False;менеджер;post;/manager/tasks/add;422
145;" разработчик пытается добавить новый код, но его содержание не соответствует правилам оформления.
действие: post-запрос на эндпоинт ""/developer/code/add"" с содержанием кода, не соответствующим правилам оформления.
ожидаемый ответ: ошибка 400 (bad request) из-за неправильного формата содержания кода.";разработчик пытается добавить новый код, но его содержание не соответствует правилам оформления.;"post-запрос на эндпоинт ""/developer/code/add"" с содержанием кода, не соответствующим правилам оформления.";ошибка 400 (bad request) из-за неправильного формата содержания кода.;False;разработчик;post;/developer/code/add;400
146;" бухгалтер пытается зарегистрировать новую финансовую операцию, но указывает отрицательную сумму.
действие: post-запрос на эндпоинт ""/accountant/transactions/register"" с отрицательной суммой операции.
ожидаемый ответ: ошибка 400 (bad request) из-за отрицательной суммы операции.";бухгалтер пытается зарегистрировать новую финансовую операцию, но указывает отрицательную сумму.;"post-запрос на эндпоинт ""/accountant/transactions/register"" с отрицательной суммой операции.";ошибка 400 (bad request) из-за отрицательной суммы операции.;False;бухгалтер;post;/accountant/transactions/register;400
147;" модератор пытается создать новый пост на форуме, но указывает несуществующую тему.
действие: post-запрос на эндпоинт ""/moderator/forum/posts/create"" с указанием несуществующей темы.
ожидаемый ответ: ошибка 404 (not found) из-за отсутствия указанной темы.";модератор пытается создать новый пост на форуме, но указывает несуществующую тему.;"post-запрос на эндпоинт ""/moderator/forum/posts/create"" с указанием несуществующей темы.";ошибка 404 (not found) из-за отсутствия указанной темы.;False;модератор;post;/moderator/forum/posts/create;404
148;" риэлтор пытается добавить новую недвижимость, но не указывает ее площадь.
действие: post-запрос на эндпоинт ""/realtor/properties/add"" без указания площади объекта недвижимости.
ожидаемый ответ: ошибка 422 (unprocessable entity) из-за отсутствия указания площади.";риэлтор пытается добавить новую недвижимость, но не указывает ее площадь.;"post-запрос на эндпоинт ""/realtor/properties/add"" без указания площади объекта недвижимости.";ошибка 422 (unprocessable entity) из-за отсутствия указания площади.;False;риэлтор;post;/realtor/properties/add;422
149;" клиент пытается оформить заказ, но добавляет товары с недопустимыми идентификаторами.
действие: post-запрос на эндпоинт ""/customer/orders/checkout"" с указанием товаров, имеющих недопустимые идентификаторы.
ожидаемый ответ: ошибка 404 (not found) из-за невозможности найти указанные товары.";клиент пытается оформить заказ, но добавляет товары с недопустимыми идентификаторами.;"post-запрос на эндпоинт ""/customer/orders/checkout"" с указанием товаров, имеющих недопустимые идентификаторы.";ошибка 404 (not found) из-за невозможности найти указанные товары.;False;клиент;post;/customer/orders/checkout;404
150;"пользователь запрашивает информацию о товаре, но сервер столкнулся с ошибкой внутреннего сервера.
действие: get-запрос на эндпоинт ""/products/123"".
ожидаемый ответ: ошибка 500 (internal server error) из-за проблем на сервере при обработке запроса.";пользователь запрашивает информацию о товаре, но сервер столкнулся с ошибкой внутреннего сервера.;"get-запрос на эндпоинт ""/products/123"".";ошибка 500 (internal server error) из-за проблем на сервере при обработке запроса.;False;пользователь;get;/products/123;500
151;"администратор пытается получить данные о пользователе, но доступ к ресурсу запрещен.
действие: get-запрос на эндпоинт ""/admin/users/456"".
ожидаемый ответ: ошибка 403 (forbidden) из-за отсутствия прав доступа к запрашиваемому ресурсу.";администратор пытается получить данные о пользователе, но доступ к ресурсу запрещен.;"get-запрос на эндпоинт ""/admin/users/456"".";ошибка 403 (forbidden) из-за отсутствия прав доступа к запрашиваемому ресурсу.;False;администратор;get;/admin/users/456;403
152;"покупатель пытается проверить статус заказа, но сервер не может обработать запрос из-за перегрузки.
действие: get-запрос на эндпоинт ""/customer/orders/789/status"".
ожидаемый ответ: ошибка 503 (service unavailable) из-за временной невозможности обработки запроса из-за перегрузки сервера.";покупатель пытается проверить статус заказа, но сервер не может обработать запрос из-за перегрузки.;"get-запрос на эндпоинт ""/customer/orders/789/status"".";ошибка 503 (service unavailable) из-за временной невозможности обработки запроса из-за перегрузки сервера.;False;покупатель;get;/customer/orders/789/status;503
153;"риэлтор пытается получить информацию о недопустимом объекте недвижимости, но запрос не может быть выполнен из-за ошибки базы данных.
действие: get-запрос на эндпоинт ""/realtor/properties/999"".
ожидаемый ответ: ошибка 502 (bad gateway) из-за ошибки базы данных при выполнении запроса.";риэлтор пытается получить информацию о недопустимом объекте недвижимости, но запрос не может быть выполнен из-за ошибки базы данных.;"get-запрос на эндпоинт ""/realtor/properties/999"".";ошибка 502 (bad gateway) из-за ошибки базы данных при выполнении запроса.;False;риэлтор;get;/realtor/properties/999;502
154;"менеджер проекта пытается получить данные о задаче, но сервер не может распознать запрос из-за неверного формата.
действие: get-запрос на эндпоинт ""/project/manager/tasks/555"".
ожидаемый ответ: ошибка 415 (unsupported media type) из-за неверного формата запроса.";менеджер проекта пытается получить данные о задаче, но сервер не может распознать запрос из-за неверного формата.;"get-запрос на эндпоинт ""/project/manager/tasks/555"".";ошибка 415 (unsupported media type) из-за неверного формата запроса.;False;менеджер проекта;get;/project/manager/tasks/555;415
155;"клиент пытается получить информацию о способе оплаты, но запрашиваемый ресурс был перемещен.
действие: get-запрос на эндпоинт ""/customer/payment-methods/111"".
ожидаемый ответ: ошибка 301 (moved permanently) из-за перемещения запрашиваемого ресурса.";клиент пытается получить информацию о способе оплаты, но запрашиваемый ресурс был перемещен.;"get-запрос на эндпоинт ""/customer/payment-methods/111"".";ошибка 301 (moved permanently) из-за перемещения запрашиваемого ресурса.;False;клиент;get;/customer/payment-methods/111;301
156;"дизайнер пытается получить данные о шаблоне, но сервер отказывается выполнить запрос из-за неподдерживаемой версии протокола http.
действие: get-запрос на эндпоинт ""/designer/templates/789"".
ожидаемый ответ: ошибка 505 (http version not supported) из-за неподдерживаемой версии протокола http.";дизайнер пытается получить данные о шаблоне, но сервер отказывается выполнить запрос из-за неподдерживаемой версии протокола http.;"get-запрос на эндпоинт ""/designer/templates/789"".";ошибка 505 (http version not supported) из-за неподдерживаемой версии протокола http.;False;дизайнер;get;/designer/templates/789;505
157;"программист пытается получить информацию о несуществующем api-эндпоинте, но сервер не может выполнить запрос из-за временного отсутствия ресурса.
действие: get-запрос на эндпоинт ""/developer/api/endpoints/123"".
ожидаемый ответ: ошибка 504 (gateway timeout) из-за временного отсутствия ресурса на сервере.";программист пытается получить информацию о несуществующем api-эндпоинте, но сервер не может выполнить запрос из-за временного отсутствия ресурса.;"get-запрос на эндпоинт ""/developer/api/endpoints/123"".";ошибка 504 (gateway timeout) из-за временного отсутствия ресурса на сервере.;False;программист;get;/developer/api/endpoints/123;504
158;"аналитик пытается получить данные о тренде, но сервер отказывается обрабатывать запрос из-за отсутствия обязательного заголовка.
действие: get-запрос на эндпоинт ""/analyst/trends/789"".
ожидаемый ответ: ошибка 400 (bad request) из-за отсутствия обязательного заголовка в запросе.";аналитик пытается получить данные о тренде, но сервер отказывается обрабатывать запрос из-за отсутствия обязательного заголовка.;"get-запрос на эндпоинт ""/analyst/trends/789"".";ошибка 400 (bad request) из-за отсутствия обязательного заголовка в запросе.;False;аналитик;get;/analyst/trends/789;400
159;" учитель пытается получить информацию о несуществующем учебном материале, но сервер отказывается выполнить запрос из-за ограничений в доступе.
 действие: get-запрос на эндпоинт ""/teacher/resources/789"".
 ожидаемый ответ: ошибка 429 (too many requests) из-за превышения лимита запросов к ресурсу.";учитель пытается получить информацию о несуществующем учебном материале, но сервер отказывается выполнить запрос из-за ограничений в доступе.;"get-запрос на эндпоинт ""/teacher/resources/789"".";ошибка 429 (too many requests) из-за превышения лимита запросов к ресурсу.;False;учитель;get;/teacher/resources/789;429
